id,description,text,account_value,actor_value,frame_value,llama_classification
id_1049813349742075906,"San Antonio City Councilman, District 8. My job is to serve you. Contact me at: council.district8@sanantonio.gov *This account is not sponsored by COSA.*","Great turn out tonight for the first night of voting for our D8 Participatory Budgeting Project. Community members are showcasing their proposals in hopes of earning $6,000+ in funding. And YOU get to vote! https://t.co/RTa2H8uq2E",Individual,Political,Resources,NA
id_1110584162866601986,Teacher Development and Evaluation Coach,"Thank you to @BPEricAdams for   unveiling the participatory budget project winners at the John Jay campus. He spoke to students about civic engagement, quantum physics, and the legacy they can leave for their peers. Students expressed appreciation for having their voices heard. https://t.co/Pg7vkY00jf",Individual,Edu,Dem,democracy
id_1408427367396265989,"Constantly learning, hopefully growing. “A bipedal mound of purposeless life and unrelenting failure.”",Really interested in understanding the prevalence of Participatory Budgeting mechanisms in South Africa if at all.,Individual,Citizen,Dem,democracy
id_1052318341266923520,I work on democracy innovation at the National Conference on Citizenship - https://t.co/onU8wV4DIN,"This month, the PBS documentary film series POV released ""Public Money,"" a short film on Participatory Budgeting in New York City (PBNYC). The film follows community members in Brooklyn’s Sunset Park neighborhood as they launch PB in the district. https://t.co/N6aq27FiF4",Individual,Citizen,Dem,NA
id_738625551535988736,"A non-partisan program that wants to put people back at the center of politics.

The official twitter account for SLB's Kuwentuhang Bayan program.",KB Good Gov Agenda 5: Continue and expand participatory budgeting (Bottom-up Budgeting) #BUB #KuwentuhangBayan,Organisation,Political,Dem,democracy
id_1104685313534935040,"We are a not-for-profit working towards a fairer, more equal society. Citizen juries, social enterprise, participatory budgeting and more.",Another example of the growing scale of #participatorybudgeting in Scotland. Proud that Alan Budge of our PBPartners advised the council in taking this important step towards mainstream PB. £700k for environmental projects delivered by the council https://t.co/xL6H8penUE,Organisation,Civil,Resources,NA
id_1288880216513957888,"This the official Twitter home of your local police officers and PCSOs, in and around Radnorshire.

Emergency? 📞999 | Non-emergency? 📞101",The first meeting of the Participatory Budgeting Project for Llandrindod Town takes places a 6PM! We are looking forward to the new project for the community of Llandrindod! Lots of community groups and individuals are due to dial in! @DafyddLlywelyn @DPOPCC,Organisation,Political,Dem,democracy
id_1090233118836121600,"Official site of the Center for Health Equity, an office of Louisville Metro Public Health and Wellness. RTs & shared links =/= endorsements. #LouEquity","In less than a month...

Our Money Our Voice: Participatory Budgeting voting will be held from February 15 through March 15

Make sure YOU get out and vote!

#OMOV #PB #VotingSeason #D6 #D8 https://t.co/vW8T5iqFoK",Organisation,Political,Dem,NA
id_577515241518587905,I work on democracy innovation at the National Conference on Citizenship - https://t.co/onU8wV4DIN,"Public Agenda is expanding its research on participatory budgeting, with a community of practice and annual reports - http://t.co/DwlIMDym1j",Individual,Citizen,Dem,NA
id_875277711404609537,Voluntary Action Shetland is the third sector interface for Shetland. We support the Voluntary Sector and Community Groups.,The Scottish Government has launched 2017/18 Community Choices Fund supporting Participatory Budgeting in Scotland https://t.co/csZjTecuBb,Organisation,Civil,Dem,democracy
id_1352652405918330882,"Infrastructural Geographies is a research group based at @camunigeography, exploring material, social, & organizational structures of life","Participatory budgeting --- Parisians will be able to influence 25% of the city’s outlay from now until 2026.  This will include major consultations over any flagship projects or neighbourhood redevelopment in the city.

https://t.co/4aVr4tMkUq via @citymonitorai",Organisation,Civil,Dem,democracy
id_719391200789295104,Post-doctoral research fellow in theoretical physics.,"Mapping out mohallas for participatory budgeting, a 'silent revolution' in Delhi.

https://t.co/2GvxyjrOKb",Individual,Citizen,Dem,democracy
id_561326785674379265,"We advocate for a model of development that allows our  #cities, #towns and #neighborhoods to grow financially strong and resilient.",Participatory budgeting is trying to solve a difficult problem (disconnect) and is a step in the right direction. http://t.co/M9G1UAlY7f,Organisation,Civil,Dem,problems
id_848655923618959364,"Council Member, District 16, Bronx. Deputy Leader, Chair, Oversight & Investigations, Co-Chair, Women’s Caucus. Democratic Nominee, Bronx Borough President 2021",Participatory Budgeting! Last day to vote on spending one million dollars in your community. #PBNYC @PB_NYC  https://t.co/G3Xjn6CK96,Individual,Political,Resources,NA
id_1180774575401033729,"News junkie, serial blogger. Chronicler of @AthensTransport, enthusiast for the aesthetics of @DesertedPlaces.",Pissoirs and public votes: how Paris embraced the participatory budget https://t.co/OJtg7QLgrT,Individual,Citizen,Dem,democracy
id_1043147140510507008,"NYC Council Majority Leader serving Brooklyn’s 35th District- Fort Greene, Clinton Hill, Crown Heights, Prospect Heights and Bed-Stuy. #HelloBrooklyn #Mom","Join us on Monday 9/24 for a Participatory Budgeting neighborhood assembly and learn how YOU  can improve your community and dedicate up to $1 Million in parks, schools, libraries, streets, and more!!!

Monday, September 24
6-8pm
Brooklyn Public Library 10 Grand Army Plaza https://t.co/mDRi9mN9Q1",Individual,Political,Resources,NA
id_585514509508419585,"As the largest youth service provider in Harlem, East Harlem and the South Bronx, SCAN-Harbor supports ""at risk"" children and their families.",Live in the 8th Council District? Vote for the Harbor in Participatory Budgeting! http://t.co/RMXtqCydmy http://t.co/jQ8B9bhcDc,Organisation,Civil,Dem,democracy
id_1110850921976786944,"We are a not-for-profit working towards a fairer, more equal society. Citizen juries, social enterprise, participatory budgeting and more.",Hot off the press! We believe this will be a useful guide and introduction for all social housing providers wishing to engage with tenants and their wider community through the best practice in PB. @tpasengland @MancCommunities @guardian https://t.co/IkDUREmZBV,Organisation,Civil,Resources,democracy
id_702928697121185792,Documentary about the Bounty & Burden of Toronto's Ravines • Watch it now on FibeTV's TV1 & on https://t.co/LVda7NnI6f • Find us on Facebook and Instagram too!,RT @dmrider: Toronto voters divvy up public funds as city tests out participatory budgeting  https://t.co/3YHBli70VV via @torontostar,Organisation,Civil,Dem,NA
id_864784031854071808,"American Corner Ibadan provides American literature, information about American society, culture, policies, politics, history & business",Participatory Budgeting with Dr Megan Fisk and  @MAYEINorg at @Acibadan yesterday! Encouraging participatory democracy in Nigeria. https://t.co/O5NDJ6Uunp,Organisation,Civil,Dem,democracy
id_1075679861535072256,"Budgets that are of, by, and for the people! Learn more and get involved in bringing participatory budgeting to Durham.",Only 2 days left of idea collection and we have over 475 ideas! Be sure to check out Mapseed to view all the ideas that have been submitted and add yours! #PBDurham #CityofDurham #ParticipatoryBudgeting #Mapseed #OurCityOurVoice https://t.co/im3Nbp1MGD,Organisation,Civil,Dem,NA
id_1116414286727872517,"Atlanta City Councilor, District 2 | https://t.co/gHJH8BufQj | Views are mine",Wrapping up studying Paris participatory budgeting. Positive: +$100M a year for PB/engaging low-income &amp; immigrant communities. Negative: long project completion times. Met Parisian @KatarinaDear today whose proposal using plants to clean canal water is now in place. #GMFaction https://t.co/F38QFOeZTd,Individual,Political,Justice,NA
id_1097556637341151233,Expanding civic engagement in NYC through volunteer and national service programs @nycmayorsoffice. Connect to your community online at https://t.co/ew7tIUzrH5,"#HELPWANTED: @CoroNewYork is seeking a dynamic &amp; experienced Program Director for their Participatory Budgeting Project.

This is a unique #jobopportunity for a visionary leader to leverage new possibilities for enhancement &amp; expansion.

Apply before 3/8: https://t.co/DKPMeUoIpF https://t.co/y3Se3rEx93",Organisation,Civil,Dem,NA
id_705715240244150276,"Curating the best media feeds in Queens. Part of the 400-city The Breaking News Network, the largest community news network supporting the social good",GLENDALE: Ballot set for Crowley’s participatory budgeting campaign: See this story at https://t.co/A3dJdAW6YN. By… https://t.co/OTzUvMtcYN,Organisation,Media,Dem,democracy
id_845591359612489729,Retired Headteacher living on a Shetland island.,Frances CLD Officer setting up stall for NI family learning project at @ShetIslandsCll participatory budget event https://t.co/UetZz6mwXp,Individual,Citizen,Dem,democracy
id_984511618527604736,There are 32 Community Education Councils (CEC) in New York City. Each CEC oversees a Community School District - we represent District 15 in Brooklyn.,"Participatory Budgeting voting is happening now!  Please support our public schools when you vote.

School Requests in Council Member Brad Lander's District are below:

Get Smarter with SMART Boards at P.S. 131

Cost:... https://t.co/i5fgX0N4KE",Organisation,Civil,Resources,NA
id_847493639911624705,"Local news about Brooklyn from Greenpoint to Sheepshead Bay. Ideas, questions, comments, and tips to editor@bklyner.com.","Don't Forget To Vote In Your Participatory Budgeting District! @bradlander
https://t.co/ov902USSwk https://t.co/LxWwrbveW1",Organisation,Media,Dem,democracy
id_1188851308880711680,"The John Locke Foundation is a nonpartisan free market think tank based in Raleigh, NC, dedicated to truth, freedom and the future of North Carolina.","Dr. Afonso says participatory budgeting adopted much more internationally than in US. See it at city level in US. Greensboro 1st to adopt in NC. Defines it as citizen engagement, process that allows residents to control a portion of the local budget. #ncga",Organisation,Civil,Dem,democracy
id_1029880562293456896,Finding good stories to transform peopleʼs lives and inspire personal growth.,"""Get out, leave the office and meet people to co-create ideas"" are the rules for participatory budgeting in Portugal #FindingLegitimacy https://t.co/ddtExYRBtT via @cpi_foundation",Individual,Citizen,Dem,democracy
id_1094300094726328320,Views & tweets my own.,"Thanks @amirrf for speaking at Day 2 of @TransformFin social justice leaders training! Participatory budgeting, y’all! @guildatl @ATL_TFA @SPARCChub https://t.co/Qz9mpDdqw8",Individual,Citizen,Justice,justice
id_1052637749143105545,The Business Agility Institute is a fiercely independent research & advocacy organization for the next generation of companies.,"Is employee engagement a problem for your agency? Come along to the Government Agility Conference to hear @LCaldie, VP at Conteneo, share her story on Participatory Budgeting that gets everyone involved. Whether you are building a portfolio or city budget? https://t.co/tB8zRKL9Su",Organisation,Civil,Dem,problems
